,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,5,14,8,21,23,19,36,40,26,49,44,43,46,46,38,40,26,31,33,30,21,19,17,13,5,7,4,4,2,2,1,3,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,3,11,15,19,23,39,28,27,39,41,39,58,43,39,57,41,22,24,20,39,18,19,16,12,6,6,4,3,5,4,1,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,8,11,12,15,16,31,28,29,38,49,49,43,49,43,54,47,31,29,25,44,27,24,30,12,8,5,3,4,1,4,1,3,1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,14,13,22,12,28,22,25,40,39,39,36,42,43,47,58,36,26,25,23,36,27,16,12,3,12,4,5,4,1,0,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,2,8,7,15,5,22,23,23,28,32,26,44,45,44,40,28,36,29,37,46,31,26,18,17,8,3,3,2,2,4,2,0,6,6,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,3,1,4,9,4,13,16,15,21,19,30,28,36,34,34,43,48,39,33,29,40,27,34,21,9,10,10,8,5,6,2,2,1,3,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,3,4,6,7,12,10,20,11,11,15,35,30,37,33,45,37,39,38,27,32,42,36,26,17,13,6,5,9,6,1,8,5,2,3,4,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,8,7,8,12,16,16,22,21,24,24,39,31,38,37,42,37,32,44,33,32,32,26,16,15,6,5,5,9,11,7,6,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2,3,1,6,2,5,8,11,10,12,17,30,24,35,27,33,36,41,28,36,36,45,44,30,29,19,12,6,9,7,7,7,5,2,7,2,1,1,3,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,2,4,4,6,8,13,8,15,21,14,22,18,30,29,36,25,32,31,36,44,47,46,23,10,10,5,8,8,9,4,9,3,4,6,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,10,9,7,11,14,10,10,27,36,30,32,36,34,36,36,28,44,47,46,57,41,22,10,10,15,15,13,5,10,9,12,8,3,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,5,3,8,2,5,14,15,11,15,20,24,36,25,33,44,39,45,43,49,52,56,46,30,16,13,16,13,5,8,9,8,11,5,4,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,2,5,3,5,7,7,17,19,8,21,16,36,31,33,28,32,38,36,51,44,68,36,32,15,20,10,16,9,22,13,13,15,13,8,4,4,5,1,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,1,0,6,6,1,3,3,9,8,14,10,21,15,18,16,21,24,28,19,40,39,47,52,37,30,23,17,20,9,15,14,13,12,10,10,5,2,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,1,3,5,8,9,7,8,10,10,12,14,24,15,27,19,26,27,39,28,64,42,18,17,19,9,12,13,23,14,8,16,13,5,2,3,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,2,3,3,3,7,6,6,8,9,8,17,15,20,22,23,20,22,40,40,50,33,25,17,17,19,14,17,14,12,10,9,11,6,4,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,3,5,1,5,6,8,6,13,11,8,9,12,18,24,26,26,34,31,42,28,12,18,13,19,13,18,14,10,12,12,12,13,7,5,2,3,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,1,1,3,2,2,4,2,4,3,1,2,1,2,5,4,3,8,8,8,8,11,11,13,21,7,19,35,26,27,14,22,24,18,33,45,41,74,57,64,36,29,25,11,3,9,5,6,1,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,1,1,2,0,3,4,0,1,1,3,3,1,1,6,5,5,2,6,9,10,11,18,16,24,18,20,19,19,24,21,28,24,38,60,58,41,56,31,16,14,12,7,5,2,2,4,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,2,2,0,2,4,5,2,1,2,3,5,3,4,6,7,8,7,4,10,20,16,11,18,14,17,17,15,19,33,25,39,54,50,63,36,28,16,7,10,9,2,3,1,6,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1,3,1,0,1,0,0,2,0,4,3,1,4,5,1,3,2,4,5,5,4,4,5,9,15,13,17,10,9,11,23,13,19,44,34,50,46,60,31,24,29,10,4,9,4,4,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,2,3,0,1,1,2,0,2,3,1,1,4,2,1,5,1,2,2,1,3,3,3,4,8,10,11,15,24,16,15,16,21,17,23,29,39,41,53,68,70,51,41,28,18,9,10,4,2,5,4,3,4,2,6,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,2,0,0,0,0,1,1,1,0,3,0,2,2,3,4,2,2,1,5,3,12,6,10,8,8,9,11,10,13,20,30,26,33,62,46,85,37,37,26,17,12,10,7,4,6,3,2,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2,2,1,2,0,2,1,1,1,3,1,2,4,1,1,2,0,2,3,5,5,4,4,9,11,10,15,13,14,9,17,15,21,39,43,66,86,92,65,66,44,27,16,12,7,11,7,6,4,8,9,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,1,0,0,0,1,0,1,1,1,1,2,1,1,3,1,2,4,3,4,3,5,4,10,11,10,13,11,17,15,12,20,34,69,74,94,58,47,52,33,22,21,16,7,3,3,3,7,10,5,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,0,0,1,0,3,1,0,3,0,1,2,0,1,0,0,1,1,0,0,4,2,3,2,3,9,7,5,3,13,9,10,11,11,26,28,39,57,70,100,63,65,53,30,22,20,15,11,14,9,10,10,11,3,4,3,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,0,2,2,0,0,0,1,2,0,0,1,1,0,1,1,1,1,1,4,2,1,3,4,5,7,11,7,7,8,16,17,29,40,49,89,51,61,42,35,30,15,12,19,5,9,4,13,13,5,3,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,0,0,0,3,0,0,1,0,2,0,0,0,0,3,1,2,1,1,0,1,3,2,2,4,8,3,4,2,8,3,12,8,8,17,21,25,40,48,87,62,58,47,39,21,16,22,11,10,14,10,8,10,6,3,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,3,0,0,1,1,1,2,3,3,1,5,2,3,4,7,9,6,9,7,15,24,40,52,64,36,66,39,40,30,22,28,26,15,15,18,16,12,11,15,10,3,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,2,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,1,2,1,1,4,4,1,4,2,6,7,5,6,10,6,11,14,25,46,67,47,51,49,32,16,29,12,17,17,20,13,14,14,12,9,8,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,5,4,5,2,1,4,8,1,7,12,14,34,28,46,42,45,49,29,23,15,20,17,16,13,21,19,11,16,15,9,8,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4,0,0,0,1,0,0,2,0,0,0,1,0,1,0,2,0,0,0,1,0,1,1,0,1,1,1,3,0,1,3,3,2,3,3,12,6,15,38,36,43,42,30,36,23,20,17,11,14,16,15,20,23,20,15,4,10,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
